Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,false,false,true,5
3,false,false,false,false,3
4,true,false,false,false,2
5,false,false,true,false,1
6,false,false,true,true,5
7,false,true,false,false,4
8,true,true,true,true,4
9,false,false,false,false,3
10,false,false,false,false,3
11,true,false,false,false,2
12,false,false,true,true,5
13,false,false,false,false,3
14,false,true,true,true,3
15,true,true,true,true,3
16,true,false,false,true,5
17,true,false,false,true,5
18,true,true,false,false,4
19,false,false,true,false,1
20,false,false,true,true,5
21,false,false,false,true,5
22,true,true,false,false,4
23,false,false,true,false,1
24,false,true,true,true,1
25,true,true,false,false,4
26,true,true,false,true,4
27,false,true,false,true,4
28,true,true,false,true,4
29,false,true,true,false,4
30,true,true,false,true,4
31,true,false,true,false,0
32,false,false,false,true,5
33,false,true,true,false,4
34,true,false,true,true,5
35,false,true,true,true,5
36,false,true,true,true,5
37,false,true,false,false,4
38,false,false,true,false,1
39,false,false,false,true,5
40,false,false,false,true,5
