Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,true,false,false,4
3,true,false,false,true,5
4,false,false,true,false,1
5,true,true,false,false,4
6,true,false,true,false,0
7,false,false,false,true,5
8,false,true,true,false,4
9,true,false,false,true,5
10,false,true,false,true,5
11,true,true,false,false,4
12,false,true,true,false,4
13,false,true,false,false,4
14,true,false,false,true,5
15,false,false,false,true,5
16,false,true,true,false,4
17,true,false,false,false,2
18,true,false,true,true,5
19,false,false,true,false,1
20,false,true,false,true,1
21,true,false,false,false,2
22,false,true,false,false,4
23,false,true,true,false,4
