Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,true,true,0
3,true,false,true,true,5
4,false,false,true,false,1
5,false,true,true,true,1
6,true,false,false,false,2
7,true,true,true,false,4
8,true,true,true,false,4
9,true,true,true,false,4
10,false,true,false,true,4
11,true,true,false,true,4
12,true,true,true,false,4
13,true,false,false,false,2
14,false,false,true,true,5
15,false,true,false,false,4
16,false,true,false,true,4
