Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,false,4
2,true,false,false,true,5
3,false,false,true,true,5
4,false,false,false,false,3
5,false,true,true,true,3
6,true,false,false,true,5
7,false,false,false,false,3
8,true,true,true,true,3
9,true,false,true,true,5
10,false,true,false,true,5
11,true,false,false,false,2
12,false,true,true,false,4
13,true,false,false,true,5
14,false,true,false,false,4
15,true,false,true,true,5
16,false,false,true,false,1
17,true,false,false,true,5
18,true,false,true,false,0
19,false,true,false,false,4
20,true,false,false,true,5
21,true,false,true,true,5
22,true,false,false,true,5
23,false,true,true,false,4
24,true,false,true,true,5
25,false,false,false,false,3
26,true,true,false,false,4
27,false,false,true,true,5
28,true,false,false,true,5
29,false,false,false,true,5
30,false,true,false,true,5
31,false,false,false,true,5
32,false,false,false,false,3
33,false,false,true,true,5
34,false,false,false,true,5
35,true,true,true,false,4
