Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,true,5
2,false,false,true,true,5
3,false,true,false,true,5
4,false,true,true,true,5
5,false,false,false,true,5
6,true,false,true,false,0
7,true,false,false,false,2
8,false,true,false,true,2
9,true,false,true,false,0
10,false,true,false,true,0
11,false,false,true,false,1
12,true,false,true,true,5
13,false,false,true,true,5
14,false,true,false,true,5
15,true,true,false,true,5
16,false,false,false,true,5
17,false,true,false,true,5
18,true,true,true,true,5
19,true,false,false,false,2
20,true,true,true,true,2
21,true,false,true,true,5
