Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,true,false,false,4
3,true,false,false,true,5
4,false,false,true,true,5
5,false,true,true,false,4
6,false,false,true,false,1
7,false,true,true,true,1
8,true,true,true,true,1
9,true,true,true,true,1
10,false,false,false,false,3
11,true,true,true,false,4
12,false,false,true,true,5
13,true,true,false,false,4
14,true,true,true,false,4
15,false,true,true,false,4
16,false,true,true,false,4
17,false,false,true,true,5
18,false,false,false,true,5
19,true,false,true,true,5
20,false,true,false,false,4
21,false,true,false,true,4
22,true,false,true,false,0
23,false,true,true,false,4
24,true,false,false,true,5
25,false,true,false,true,5
26,false,false,false,false,3
27,false,true,true,true,3
28,true,false,true,false,0
29,true,true,false,true,0
30,true,false,false,true,5
31,true,false,true,true,5
32,true,true,true,true,5
33,true,false,false,false,2
34,true,true,false,false,4
35,false,false,false,true,5
36,true,false,false,false,2
37,true,true,false,false,4
