Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,true,false,true,false,0
3,false,false,true,true,5
4,false,false,false,false,3
5,true,false,false,false,2
6,true,false,true,false,0
7,false,true,false,true,0
8,true,false,false,true,5
9,true,true,true,true,5
10,false,false,false,false,3
11,true,true,false,true,3
12,true,false,false,true,5
13,true,true,false,false,4
14,true,true,false,false,4
15,false,true,true,false,4
16,false,true,false,true,4
17,true,false,false,true,5
18,false,true,true,false,4
19,true,false,false,true,5
20,true,true,true,true,5
21,false,true,false,true,5
22,true,true,false,false,4
23,false,false,true,true,5
24,true,false,false,false,2
25,false,false,false,true,5
26,false,false,true,false,1
27,true,true,true,true,1
28,false,false,true,false,1
29,true,true,false,false,4
30,false,false,false,true,5
31,false,false,true,false,1
32,false,true,true,false,4
33,true,false,true,true,5
34,false,false,true,true,5
