Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,true,true,false,false,4
3,true,true,true,true,4
4,true,true,false,true,4
5,true,true,true,true,4
6,true,false,true,false,0
7,false,false,true,false,1
8,false,false,true,true,5
9,true,false,false,false,2
10,true,false,true,false,0
11,false,false,true,true,5
12,true,false,true,false,0
13,false,false,false,true,5
14,true,true,false,true,5
15,true,true,true,true,5
16,true,false,true,false,0
17,true,true,true,false,4
18,false,true,false,true,4
19,true,false,true,true,5
20,true,true,false,false,4
21,true,false,false,true,5
22,true,true,true,true,5
23,true,true,false,false,4
24,false,false,true,true,5
