Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,false,false,true,false,1
3,true,false,true,false,0
4,true,true,true,true,0
5,false,true,true,false,4
6,true,false,false,true,5
7,true,true,true,false,4
8,true,false,false,false,2
9,true,false,false,true,5
10,false,true,false,false,4
11,false,true,true,false,4
12,true,true,true,false,4
13,false,true,true,true,4
14,false,false,true,false,1
15,false,false,false,true,5
16,false,false,false,false,3
17,false,false,false,true,5
18,true,true,true,true,5
19,false,false,true,true,5
20,true,true,false,false,4
21,true,false,false,false,2
22,false,false,true,true,5
23,true,false,false,false,2
24,true,false,true,true,5
25,false,false,true,false,1
26,false,true,false,false,4
