Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,false,false,false,3
3,true,false,false,false,2
4,false,false,false,true,5
5,true,true,false,true,5
6,false,true,true,false,4
7,false,false,false,false,3
8,true,false,false,false,2
9,false,true,false,true,2
10,true,true,false,true,2
11,true,true,false,true,2
12,false,true,true,true,2
13,true,true,false,false,4
14,true,false,true,true,5
15,false,true,true,true,5
16,true,true,false,false,4
17,true,true,true,true,4
18,false,false,false,false,3
19,true,false,false,true,5
20,true,false,false,true,5
21,false,false,false,false,3
22,true,false,false,false,2
23,true,false,false,true,5
24,true,true,true,false,4
25,false,false,false,true,5
26,true,false,false,true,5
27,false,true,false,true,5
28,false,true,false,true,5
29,false,false,false,false,3
30,true,false,true,true,5
31,false,false,true,false,1
32,false,true,false,false,4
33,false,false,false,true,5
34,true,true,false,true,5
35,false,true,false,false,4
36,false,true,false,false,4
37,false,true,true,false,4
38,false,true,true,true,4
39,true,false,false,false,2
