Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,true,false,true,3
3,true,true,false,true,3
4,true,true,false,false,4
5,true,false,false,false,2
6,true,true,false,true,2
7,false,false,false,true,5
8,false,false,false,true,5
9,false,false,true,false,1
10,true,false,true,false,0
11,false,true,true,false,4
12,false,true,true,false,4
13,true,false,true,false,0
14,true,true,false,true,0
15,true,false,true,true,5
16,true,false,true,true,5
17,false,true,false,false,4
18,true,false,true,false,0
19,false,true,true,false,4
20,true,false,false,false,2
21,true,true,true,false,4
22,false,false,false,true,5
23,true,true,false,false,4
24,true,true,true,true,4
25,true,true,false,true,4
26,true,true,true,true,4
27,false,true,true,false,4
28,false,false,false,true,5
29,true,false,true,true,5
