Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,true,true,5
3,true,true,true,false,4
4,false,false,false,false,3
5,false,false,false,false,3
6,false,false,true,true,5
7,false,true,false,true,5
8,false,false,false,false,3
9,true,true,false,true,3
10,true,true,true,true,3
11,true,false,true,false,0
12,false,true,true,false,4
13,true,true,true,true,4
14,false,false,true,true,5
15,true,true,true,false,4
16,false,false,false,true,5
17,false,true,false,false,4
18,true,false,false,true,5
19,true,false,false,false,2
20,false,true,false,false,4
21,true,true,false,false,4
22,false,false,true,true,5
23,true,true,true,false,4
24,true,true,false,true,4
25,true,false,false,true,5
26,true,false,true,true,5
27,false,false,false,false,3
28,true,false,true,true,5
29,true,false,false,true,5
30,true,false,false,false,2
31,false,false,false,true,5
32,false,false,true,true,5
33,false,true,false,true,5
34,true,true,false,false,4
35,false,true,false,false,4
36,false,true,true,false,4
37,true,true,false,false,4
38,false,true,true,true,4
39,false,true,false,true,4
40,true,true,true,false,4
41,false,true,false,true,4
42,true,false,true,true,5
43,true,true,false,true,5
44,true,false,true,true,5
45,false,false,true,true,5
46,false,false,true,true,5
