Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,false,false,true,5
3,false,false,false,false,3
4,false,true,false,true,3
5,true,false,true,false,0
6,false,true,true,true,0
7,true,false,true,true,5
8,false,false,true,true,5
9,false,true,true,false,4
10,false,false,true,false,1
11,true,true,false,true,1
12,false,true,true,false,4
13,true,true,true,false,4
14,false,false,false,false,3
15,true,true,true,false,4
16,true,false,false,false,2
17,true,false,true,false,0
