Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,true,5
3,true,false,true,true,5
4,false,false,false,true,5
5,true,true,true,true,5
6,false,true,true,false,4
7,true,false,true,true,5
8,false,true,false,true,5
9,true,true,true,false,4
10,false,true,true,true,4
11,false,true,true,true,4
12,false,true,false,false,4
13,false,true,false,false,4
14,true,false,false,false,2
15,false,true,false,false,4
16,false,true,false,true,4
17,false,true,false,true,4
