Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,true,5
2,false,false,false,true,5
3,false,true,false,false,4
4,true,true,false,true,4
5,true,false,false,true,5
6,false,true,false,true,5
7,true,true,false,false,4
8,false,false,true,true,5
9,true,true,true,false,4
10,false,true,true,false,4
11,true,false,false,true,5
12,true,true,true,false,4
13,true,true,false,true,4
14,false,false,false,false,3
15,false,false,false,true,5
16,true,true,false,true,5
17,true,false,false,false,2
18,false,true,false,true,2
19,true,true,false,false,4
20,false,true,true,false,4
21,false,true,true,false,4
22,true,false,true,true,5
23,true,false,true,true,5
24,false,true,false,false,4
25,true,true,true,false,4
26,false,false,true,true,5
27,true,false,true,false,0
28,true,false,false,false,2
29,true,false,true,true,5
30,true,true,true,false,4
31,true,true,true,true,4
32,true,true,false,false,4
33,true,true,false,false,4
34,false,false,true,true,5
35,false,false,false,false,3
36,false,false,true,true,5
37,false,false,false,false,3
38,true,false,false,true,5
39,true,false,false,true,5
40,true,true,false,true,5
41,true,false,true,true,5
42,true,true,false,true,5
43,false,true,false,false,4
