Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,false,false,true,true,5
3,true,false,false,true,5
4,false,true,true,false,4
5,false,false,false,false,3
6,false,true,true,false,4
7,true,false,true,false,0
8,true,true,false,true,0
9,true,true,true,false,4
10,true,false,false,false,2
11,false,false,false,true,5
12,false,false,true,false,1
13,false,false,true,false,1
14,false,true,true,false,4
15,false,true,true,false,4
16,false,true,false,true,4
17,true,true,true,true,4
18,false,true,true,true,4
19,true,false,true,true,5
20,true,true,false,true,5
21,true,true,true,false,4
22,true,false,true,false,0
23,true,false,true,true,5
24,false,true,true,false,4
25,true,false,true,false,0
26,true,false,false,true,5
27,false,false,false,true,5
28,false,true,false,true,5
29,true,false,false,false,2
