Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,false,false,true,5
3,true,false,true,false,0
4,true,false,true,false,0
5,false,true,true,true,0
6,false,false,true,false,1
7,true,false,false,true,5
8,false,true,true,true,5
9,false,false,false,true,5
10,false,false,false,false,3
11,false,true,false,false,4
12,false,true,true,true,4
13,false,true,true,true,4
14,true,false,true,false,0
15,false,true,true,true,0
16,false,true,false,true,0
17,false,false,true,true,5
18,false,true,false,true,5
19,true,false,true,true,5
20,false,true,true,true,5
21,true,true,true,false,4
22,true,true,true,false,4
23,true,true,true,false,4
24,false,true,true,false,4
25,false,true,true,true,4
26,false,true,false,true,4
27,false,true,false,false,4
28,true,false,false,true,5
29,false,false,false,false,3
30,true,true,true,false,4
31,true,true,true,false,4
32,true,true,true,false,4
33,true,true,true,true,4
34,false,true,true,true,4
35,false,false,true,false,1
36,true,false,true,false,0
37,false,false,true,true,5
38,false,true,true,true,5
39,true,true,true,true,5
40,true,false,false,true,5
41,false,false,false,false,3
42,false,true,true,false,4
43,true,true,true,false,4
