Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,true,true,true,false,4
3,true,true,true,true,4
4,true,false,true,true,5
5,false,true,false,true,5
6,false,false,false,false,3
7,false,true,true,false,4
8,true,true,false,true,4
9,true,false,false,false,2
10,true,false,true,false,0
11,false,true,true,true,0
12,false,false,true,true,5
13,true,false,false,true,5
14,true,true,false,false,4
15,false,true,false,false,4
16,false,true,false,false,4
17,true,true,false,false,4
18,false,false,true,true,5
19,false,false,true,false,1
20,true,true,false,true,1
21,false,true,false,true,1
22,false,false,true,false,1
23,false,false,false,true,5
24,true,false,true,false,0
25,false,true,false,false,4
26,false,false,false,true,5
27,false,true,true,false,4
28,false,false,false,false,3
29,false,true,false,true,3
30,true,true,false,false,4
31,true,false,false,false,2
32,true,false,false,false,2
33,false,false,false,true,5
34,true,true,false,true,5
35,false,true,true,false,4
36,false,false,false,false,3
37,false,false,false,false,3
38,true,false,true,true,5
39,false,true,false,false,4
40,true,false,true,true,5
41,false,false,true,false,1
42,false,true,true,true,1
43,false,false,false,false,3
44,true,true,false,false,4
