Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,true,true,true,5
3,false,true,true,true,5
4,true,false,true,true,5
5,true,false,false,false,2
6,false,false,false,true,5
7,true,true,true,false,4
8,false,true,false,false,4
9,false,true,false,false,4
10,true,true,false,true,4
11,false,true,true,true,4
12,false,true,false,true,4
13,true,true,false,true,4
14,false,false,false,true,5
15,true,true,false,true,5
16,true,true,false,true,5
17,true,true,true,true,5
18,true,false,true,false,0
19,false,true,false,true,0
20,false,false,false,true,5
21,true,true,true,false,4
22,false,false,false,true,5
23,false,false,false,true,5
24,false,false,false,false,3
25,false,false,true,true,5
26,false,true,true,false,4
27,true,false,false,false,2
28,false,true,false,true,2
29,false,true,true,false,4
30,false,false,true,true,5
31,true,false,true,false,0
32,true,false,true,false,0
33,true,true,false,true,0
34,false,false,true,true,5
35,false,false,false,false,3
36,true,true,false,true,3
37,true,true,false,true,3
38,true,true,true,false,4
39,true,true,false,false,4
40,false,true,false,true,4
41,true,true,false,true,4
42,false,true,false,true,4
43,false,true,true,true,4
44,false,false,true,false,1
45,false,false,false,true,5
46,true,true,false,true,5
47,false,false,false,false,3
48,false,false,true,false,1
49,false,true,false,true,1
50,false,false,true,true,5
