Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,true,true,true,true,4
3,true,false,false,true,5
4,false,true,false,true,5
5,false,false,false,false,3
6,true,true,true,false,4
7,false,true,true,true,4
8,true,false,false,true,5
9,true,true,false,true,5
10,false,true,false,true,5
11,true,false,true,false,0
12,true,true,false,true,0
13,true,true,true,false,4
14,true,false,true,true,5
15,true,false,false,true,5
16,true,true,false,true,5
17,false,true,false,true,5
18,true,true,true,false,4
19,false,true,true,true,4
20,true,false,false,false,2
21,true,true,false,false,4
22,true,false,false,true,5
23,true,false,false,false,2
24,true,false,true,true,5
25,false,false,false,false,3
26,false,false,true,false,1
27,true,true,true,true,1
