Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,true,false,true,false,0
3,false,true,true,false,4
4,true,false,false,false,2
5,true,false,true,true,5
6,false,false,true,false,1
7,true,true,false,true,1
8,true,false,false,true,5
9,true,true,true,true,5
10,true,false,false,true,5
11,true,false,false,false,2
12,true,true,true,true,2
13,false,true,true,true,2
14,false,true,false,true,2
15,true,true,false,false,4
16,false,false,true,false,1
17,true,false,false,true,5
18,true,true,false,false,4
19,false,false,false,false,3
20,true,true,true,true,3
21,true,false,false,false,2
22,true,false,false,true,5
23,false,false,true,false,1
24,false,false,true,false,1
25,true,true,true,true,1
26,true,true,false,false,4
27,false,true,true,false,4
28,true,false,true,false,0
29,true,true,true,false,4
30,false,true,true,true,4
31,true,false,true,false,0
32,true,false,false,true,5
33,false,false,false,false,3
34,false,true,true,false,4
35,true,true,true,false,4
36,false,true,false,true,4
