Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,false,false,false,3
3,true,false,false,true,5
4,false,true,false,true,5
5,false,true,false,false,4
6,false,false,true,false,1
7,true,false,true,true,5
8,true,true,true,false,4
9,false,false,true,false,1
10,true,true,false,true,1
11,false,false,false,true,5
12,false,false,false,true,5
13,false,true,false,false,4
14,false,true,false,false,4
15,false,true,false,true,4
16,true,false,true,true,5
17,true,false,true,false,0
18,false,true,true,true,0
19,false,true,false,false,4
20,true,false,true,false,0
21,false,false,false,true,5
22,false,true,false,false,4
23,true,false,false,false,2
24,false,false,true,true,5
25,false,false,true,true,5
26,false,true,false,true,5
27,false,true,false,true,5
28,false,true,false,false,4
29,false,false,true,false,1
30,false,false,true,false,1
31,false,false,false,true,5
32,false,false,false,false,3
33,true,false,true,true,5
34,false,true,false,false,4
35,true,true,false,false,4
