Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,false,false,false,3
3,true,true,false,true,3
4,false,false,false,false,3
5,false,true,true,true,3
6,false,false,true,true,5
7,false,true,false,false,4
8,false,false,false,false,3
9,false,false,false,true,5
10,false,false,true,false,1
11,false,true,true,false,4
12,false,true,false,true,4
13,true,false,false,false,2
14,false,true,true,true,2
15,true,false,false,true,5
16,false,true,true,true,5
17,true,false,true,false,0
18,false,false,true,false,1
19,true,false,true,true,5
20,false,true,true,true,5
21,true,false,false,false,2
22,false,true,false,true,2
23,false,false,true,false,1
24,false,true,false,false,4
25,false,true,true,false,4
26,true,true,true,false,4
27,false,true,false,true,4
28,true,false,true,false,0
29,false,true,true,true,0
