Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,false,4
2,true,false,false,true,5
3,true,true,true,true,5
4,false,true,true,false,4
5,true,false,true,true,5
6,true,true,true,false,4
7,true,true,false,false,4
8,false,false,true,false,1
9,true,false,false,true,5
10,false,true,true,true,5
11,false,false,true,false,1
12,false,true,false,false,4
13,false,true,false,false,4
14,true,true,false,true,4
15,true,true,true,true,4
16,false,false,true,false,1
17,false,true,false,true,1
18,false,true,true,false,4
19,true,false,true,false,0
20,true,true,true,false,4
21,false,false,true,false,1
