Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,true,false,false,true,5
3,false,true,false,true,5
4,false,false,true,false,1
5,true,true,false,true,1
6,true,true,true,false,4
7,false,true,true,true,4
8,false,true,false,false,4
9,true,true,true,true,4
10,true,false,true,false,0
11,false,true,false,false,4
12,false,false,false,false,3
13,false,false,false,false,3
14,true,false,false,false,2
