Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,true,3
2,true,true,false,false,4
3,true,true,false,true,4
4,true,false,true,false,0
5,false,true,false,true,0
6,false,true,true,false,4
7,false,false,false,true,5
8,false,false,false,false,3
9,false,true,true,true,3
10,true,false,false,true,5
11,false,false,false,true,5
12,true,true,false,true,5
13,false,false,false,true,5
14,false,true,true,true,5
15,true,false,true,true,5
16,false,false,true,false,1
17,false,true,true,true,1
18,false,false,false,false,3
19,true,false,false,true,5
20,true,true,true,true,5
21,false,true,true,false,4
22,true,true,true,false,4
23,true,false,true,false,0
24,true,true,true,true,0
25,true,false,true,true,5
26,true,false,true,false,0
27,true,true,false,true,0
28,false,true,true,false,4
29,true,true,false,false,4
30,false,false,false,true,5
31,false,true,true,true,5
32,false,false,false,false,3
33,false,false,false,false,3
34,false,false,false,true,5
35,false,false,false,true,5
36,true,true,true,true,5
37,true,false,true,false,0
38,true,false,true,true,5
39,false,true,false,false,4
40,false,true,false,false,4
41,false,false,false,false,3
42,true,true,false,false,4
43,true,true,true,true,4
44,false,false,false,false,3
45,true,false,false,true,5
46,true,true,false,false,4
47,true,true,false,true,4
