Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,false,true,false,true,3
3,true,true,false,true,3
4,true,false,false,true,5
5,false,true,false,true,5
6,false,true,true,true,5
7,true,true,true,false,4
8,false,false,true,true,5
9,false,true,true,true,5
10,true,true,true,false,4
11,true,false,true,false,0
12,true,true,false,false,4
13,true,true,false,true,4
14,true,true,false,false,4
15,false,false,true,false,1
16,true,false,false,true,5
17,true,true,true,false,4
18,false,true,false,false,4
19,true,true,true,false,4
20,true,false,true,true,5
21,true,true,false,true,5
