Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,false,true,false,true,3
3,true,true,false,false,4
4,false,false,false,true,5
5,false,false,true,true,5
6,false,true,false,true,5
7,false,true,true,false,4
8,false,true,true,true,4
9,true,true,false,false,4
10,true,true,true,false,4
11,false,false,false,true,5
12,false,false,true,true,5
13,true,false,false,true,5
14,false,false,false,false,3
15,false,false,false,true,5
16,true,false,true,false,0
17,true,false,false,true,5
18,false,false,false,false,3
19,true,false,true,false,0
20,false,true,true,false,4
21,false,false,true,true,5
22,true,false,false,false,2
23,false,true,false,false,4
24,true,true,true,false,4
25,false,false,false,false,3
26,true,false,false,false,2
27,false,true,false,false,4
28,false,true,true,false,4
29,false,false,false,true,5
30,false,true,true,false,4
31,false,false,false,false,3
32,true,false,false,false,2
33,false,true,false,false,4
34,true,false,true,true,5
35,true,false,true,true,5
36,true,false,false,false,2
37,false,true,true,false,4
38,false,false,true,false,1
39,true,false,true,false,0
40,true,false,true,false,0
41,true,true,false,true,0
42,true,true,true,false,4
