Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,true,false,false,4
3,true,true,false,true,4
4,false,false,false,true,5
5,true,true,true,true,5
6,false,false,true,false,1
7,false,true,false,true,1
8,false,false,true,true,5
9,true,false,false,true,5
10,true,true,false,false,4
11,false,true,false,false,4
12,false,false,true,false,1
13,false,true,true,true,1
14,false,true,true,false,4
15,false,true,false,false,4
16,true,false,true,true,5
