Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,false,true,false,1
3,true,true,true,false,4
4,false,false,true,true,5
5,true,true,false,true,5
6,true,true,true,true,5
7,false,true,false,true,5
8,false,false,false,true,5
9,true,false,false,true,5
10,true,false,false,true,5
11,true,true,true,true,5
12,true,true,false,false,4
13,true,false,true,true,5
14,false,true,true,true,5
15,true,true,true,true,5
16,true,false,true,true,5
17,false,false,true,true,5
18,false,true,false,false,4
19,false,true,false,true,4
20,true,true,true,true,4
21,true,true,true,true,4
22,true,true,true,true,4
23,false,true,false,false,4
24,true,false,true,false,0
25,false,true,true,false,4
26,true,true,true,false,4
27,false,true,false,true,4
28,false,true,true,true,4
29,true,false,false,true,5
30,true,true,false,true,5
31,false,true,false,false,4
32,false,false,false,false,3
33,true,true,false,true,3
34,true,false,false,false,2
35,false,true,true,true,2
36,true,true,true,false,4
37,false,false,false,false,3
38,false,true,false,true,3
39,true,false,false,false,2
40,false,false,true,false,1
41,true,false,false,true,5
42,false,false,true,false,1
43,false,true,false,false,4
44,false,false,false,true,5
45,true,true,true,true,5
46,true,true,false,true,5
