Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,true,true,false,false,4
3,false,true,true,true,4
4,true,true,true,true,4
5,false,false,true,false,1
6,false,true,false,false,4
7,false,true,false,false,4
8,false,true,true,true,4
9,true,true,true,false,4
10,false,false,true,true,5
11,true,true,true,false,4
12,false,false,true,true,5
13,false,true,false,true,5
14,false,false,false,true,5
15,false,true,false,false,4
16,true,false,true,true,5
17,true,true,true,false,4
18,false,false,true,true,5
19,false,false,true,false,1
20,true,false,true,false,0
21,true,false,true,true,5
22,true,false,false,true,5
23,false,false,true,false,1
24,true,true,true,false,4
25,false,false,true,true,5
26,false,true,false,false,4
27,false,false,false,false,3
28,false,false,true,false,1
29,false,true,true,false,4
