Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,false,true,true,true,5
3,false,false,true,false,1
4,false,false,false,true,5
5,true,false,true,true,5
6,true,true,false,false,4
7,false,false,false,false,3
8,false,true,false,false,4
9,true,true,true,true,4
10,true,false,false,false,2
11,true,true,false,true,2
12,false,false,true,true,5
13,true,true,true,true,5
14,true,true,false,true,5
15,false,false,true,false,1
16,true,false,false,false,2
17,false,false,true,true,5
18,false,false,true,false,1
19,true,false,true,true,5
20,true,false,false,false,2
21,false,true,false,false,4
22,false,true,true,false,4
23,true,false,true,false,0
24,true,true,true,false,4
25,true,false,true,true,5
26,false,false,false,false,3
27,true,true,false,false,4
28,false,false,false,false,3
29,true,false,true,true,5
30,true,true,true,true,5
31,true,true,true,true,5
32,true,true,true,true,5
33,true,false,false,false,2
34,true,true,false,false,4
35,true,true,true,true,4
36,false,true,false,false,4
37,false,true,false,true,4
38,false,false,false,true,5
39,true,false,true,true,5
40,true,false,true,false,0
41,true,true,false,true,0
