Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,false,true,true,5
3,false,false,false,true,5
4,true,true,false,false,4
5,true,true,false,false,4
6,true,false,false,true,5
7,false,true,false,true,5
8,true,true,false,false,4
9,true,false,true,false,0
10,false,true,false,false,4
11,false,false,true,false,1
12,true,false,true,false,0
13,true,false,true,true,5
14,false,false,false,false,3
15,false,true,true,true,3
16,false,false,true,true,5
17,true,true,false,false,4
18,false,true,true,false,4
19,true,true,false,false,4
20,false,false,true,false,1
21,false,false,true,false,1
22,false,true,false,true,1
23,false,true,false,true,1
24,true,true,false,true,1
25,false,false,true,true,5
26,false,false,true,true,5
27,false,false,true,true,5
28,true,true,true,true,5
29,false,false,true,true,5
30,false,false,true,true,5
31,true,false,false,true,5
32,true,true,false,false,4
33,false,false,true,true,5
34,false,true,false,true,5
35,false,true,true,false,4
36,false,true,true,false,4
37,false,true,true,false,4
38,true,false,true,true,5
39,false,true,false,true,5
40,true,false,false,false,2
41,false,true,true,true,2
42,false,true,false,true,2
43,false,false,false,true,5
44,false,false,false,true,5
45,true,false,false,true,5
46,false,false,true,true,5
47,false,false,true,true,5
48,true,false,false,true,5
49,false,true,false,false,4
50,true,true,true,true,4
51,true,true,true,false,4
52,true,true,true,false,4
53,false,true,true,false,4
54,false,true,false,true,4
55,true,false,true,false,0
