Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,true,false,true,true,5
3,true,true,false,true,5
4,true,false,true,true,5
5,true,false,false,true,5
6,false,true,true,true,5
7,false,false,true,false,1
8,true,false,true,true,5
9,false,true,false,false,4
10,true,true,true,true,4
11,false,true,true,false,4
12,true,true,true,false,4
13,false,false,false,false,3
14,false,true,true,true,3
15,true,true,false,true,3
16,true,false,true,true,5
17,true,true,false,true,5
18,false,true,false,false,4
19,true,true,false,false,4
20,true,false,false,false,2
21,false,false,true,false,1
22,true,false,false,false,2
23,false,true,false,false,4
24,false,true,false,true,4
25,false,true,true,true,4
26,false,false,true,false,1
27,true,true,false,true,1
28,false,true,true,true,1
29,false,true,false,true,1
30,true,false,false,true,5
31,true,false,false,true,5
32,false,true,false,false,4
33,true,true,false,true,4
34,false,true,true,false,4
35,true,true,true,false,4
36,true,false,true,true,5
37,false,false,true,false,1
38,true,false,false,true,5
39,true,true,true,false,4
