Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,false,true,true,5
3,true,true,false,true,5
4,false,false,true,false,1
5,true,true,false,false,4
6,false,false,false,true,5
7,false,false,true,false,1
8,false,true,true,true,1
9,true,false,true,true,5
10,true,false,false,true,5
11,true,true,true,false,4
12,true,true,true,false,4
13,false,false,false,true,5
14,true,true,false,false,4
15,true,true,false,false,4
