Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,false,true,false,1
3,true,true,false,true,1
4,true,false,true,false,0
5,true,true,true,true,0
6,true,false,true,true,5
7,false,false,false,false,3
8,false,false,false,true,5
9,true,true,true,true,5
10,false,false,true,false,1
11,true,true,true,true,1
12,true,false,false,false,2
13,false,false,false,false,3
14,false,true,false,false,4
15,false,true,true,false,4
16,true,true,false,true,4
