Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,true,true,true,false,4
3,true,true,false,true,4
4,true,false,false,false,2
5,false,false,false,true,5
6,true,true,true,true,5
7,true,false,false,true,5
8,false,false,false,false,3
9,false,false,true,true,5
10,true,false,false,false,2
11,true,true,true,true,2
12,true,true,false,true,2
13,false,false,false,true,5
14,false,false,false,true,5
15,true,true,true,false,4
16,false,false,false,true,5
17,true,false,true,true,5
18,false,false,false,false,3
19,true,false,true,false,0
20,true,false,false,true,5
21,false,true,false,false,4
22,false,true,true,false,4
23,true,true,false,true,4
24,false,true,false,true,4
25,false,false,false,false,3
26,true,false,false,false,2
27,true,false,false,true,5
